customer,state,response,coverage,education,employment_status,gender,location_code,marital_status,renew_offer_type,sales_channel,vehicle_class,vehicle_size,policy_category
94491,California,Yes,Basic,College,Retired,M,Suburban,Divorced,Offer2,Web,Four-Door Car,Medsize,Personal
51866,Arizona,No,Extended,College,Employed,F,Rural,Married,Offer1,Call Center,Four-Door Car,Medsize,Personal
13616,California,Yes,Premium,Bachelor,Disabled,F,Suburban,Divorced,Offer1,Agent,Four-Door Car,Medsize,Personal
15842,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Offer1,Agent,SUV,Medsize,Special
66968,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Offer2,Agent,Four-Door Car,Large,Personal
30108,Oregon,No,Extended,High School or Below,Employed,M,Urban,Married,Offer3,Agent,Four-Door Car,Medsize,Special
23257,Oregon,No,Basic,Bachelor,Employed,M,Rural,Single,Offer1,Branch,SUV,Medsize,Special
13878,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Offer2,Call Center,Two-Door Car,Medsize,Personal
14790,Oregon,No,Extended,Bachelor,Employed,M,Suburban,Married,Offer4,Branch,Four-Door Car,Small,Personal
61940,Nevada,No,Basic,Doctor,Employed,F,Urban,Married,Offer3,Agent,Four-Door Car,Small,Personal
66705,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Offer2,Agent,Four-Door Car,Medsize,Personal
66314,California,No,Basic,College,Employed,M,Urban,Married,Offer1,Branch,SUV,Medsize,Personal
40672,Oregon,No,Basic,Master,Unemployed,F,Suburban,Single,Offer2,Agent,Two-Door Car,Small,Corporate
21523,Nevada,No,Basic,High School or Below,Employed,F,Suburban,Single,Offer2,Web,Two-Door Car,Small,Corporate
50417,Arizona,No,Extended,Bachelor,Employed,F,Rural,Married,Offer1,Call Center,Four-Door Car,Medsize,Personal
54368,Oregon,Yes,Basic,College,Employed,M,Suburban,Married,Offer1,Agent,SUV,Medsize,Personal
62430,Arizona,Yes,Extended,Bachelor,Retired,M,Suburban,Married,Offer2,Agent,Two-Door Car,Medsize,Personal
51338,Arizona,No,Basic,Bachelor,Retired,M,Suburban,Divorced,Offer2,Branch,Four-Door Car,Medsize,Personal
13794,Nevada,No,Basic,High School or Below,Employed,F,Urban,Married,Offer1,Agent,SUV,Small,Personal
23570,California,No,Extended,College,Employed,M,Suburban,Married,Offer4,Branch,SUV,Medsize,Corporate
24522,California,No,Basic,College,Unemployed,M,Suburban,Married,Offer1,Call Center,Sports Car,Small,Personal
78032,Washington,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Offer4,Call Center,Four-Door Car,Medsize,Corporate
41496,Nevada,No,Extended,Bachelor,Employed,F,Urban,Divorced,Offer2,Agent,Two-Door Car,Medsize,Personal
32545,Nevada,Yes,Basic,Master,Disabled,F,Suburban,Divorced,Offer1,Agent,Four-Door Car,Small,Corporate
72557,Washington,No,Extended,Bachelor,Medical Leave,M,Suburban,Divorced,Offer1,Branch,Four-Door Car,Medsize,Personal
41042,Arizona,No,Basic,College,Employed,F,Urban,Married,Offer2,Web,Two-Door Car,Medsize,Personal
31333,Washington,Yes,Basic,College,Employed,M,Suburban,Married,Offer2,Branch,SUV,Small,Corporate
35517,Oregon,No,Basic,College,Unemployed,M,Suburban,Single,Offer4,Branch,Four-Door Car,Small,Corporate
89788,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Offer2,Branch,Sports Car,Medsize,Personal
82836,Oregon,No,Extended,High School or Below,Employed,M,Suburban,Married,Offer1,Branch,Two-Door Car,Small,Personal
50666,California,No,Basic,Doctor,Unemployed,M,Suburban,Divorced,Offer1,Branch,Four-Door Car,Large,Special
70513,Washington,No,Basic,College,Employed,M,Suburban,Single,Offer1,Branch,SUV,Medsize,Personal
96463,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Offer2,Call Center,Four-Door Car,Small,Corporate
38387,Nevada,No,Extended,Bachelor,Employed,F,Rural,Married,Offer4,Branch,Two-Door Car,Medsize,Personal
59578,California,No,Extended,College,Employed,M,Suburban,Married,Offer1,Agent,Four-Door Car,Medsize,Personal
12107,Oregon,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Offer1,Call Center,Luxury Car,Medsize,Corporate
84108,Arizona,No,Extended,Bachelor,Employed,M,Urban,Single,Offer1,Branch,Sports Car,Medsize,Personal
68387,Nevada,No,Basic,Bachelor,Employed,F,Suburban,Married,Offer1,Agent,SUV,Large,Corporate
94108,Oregon,No,Basic,College,Employed,F,Rural,Married,Offer1,Branch,Four-Door Car,Medsize,Corporate
85389,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Offer2,Branch,Four-Door Car,Medsize,Personal
35849,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Offer4,Agent,Four-Door Car,Medsize,Personal
93024,California,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Offer1,Agent,SUV,Medsize,Personal
90867,Oregon,No,Basic,College,Employed,M,Suburban,Divorced,Offer1,Agent,Four-Door Car,Small,Corporate
67485,Nevada,Yes,Basic,High School or Below,Unemployed,M,Suburban,Married,Offer2,Web,Sports Car,Medsize,Personal
62244,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Offer1,Branch,Four-Door Car,Medsize,Personal
98508,Oregon,No,Basic,College,Employed,F,Rural,Married,Offer2,Web,Four-Door Car,Medsize,Special
50888,Arizona,No,Extended,High School or Below,Employed,F,Urban,Married,Offer2,Web,Two-Door Car,Medsize,Personal
19741,Oregon,No,Premium,College,Employed,F,Suburban,Married,Offer2,Branch,SUV,Medsize,Personal
10831,Oregon,No,Basic,College,Employed,M,Suburban,Single,Offer1,Call Center,Four-Door Car,Medsize,Personal
72669,Arizona,No,Premium,Bachelor,Unemployed,M,Suburban,Single,Offer1,Call Center,SUV,Medsize,Corporate
46418,Nevada,No,Basic,College,Employed,M,Urban,Married,Offer2,Branch,Two-Door Car,Medsize,Personal
78722,Oregon,Yes,Basic,College,Employed,M,Urban,Single,Offer2,Agent,Four-Door Car,Medsize,Personal
69981,California,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Offer2,Call Center,SUV,Medsize,Personal
10175,California,No,Extended,Master,Employed,F,Urban,Divorced,Offer1,Agent,Two-Door Car,Large,Personal
60888,California,Yes,Basic,Bachelor,Retired,M,Suburban,Married,Offer1,Agent,SUV,Medsize,Personal
58227,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Offer1,Call Center,Four-Door Car,Medsize,Personal
49861,Oregon,No,Extended,Bachelor,Unemployed,M,Rural,Married,Offer2,Agent,Two-Door Car,Medsize,Personal
87465,Arizona,Yes,Basic,High School or Below,Employed,M,Suburban,Single,Offer2,Call Center,Four-Door Car,Medsize,Personal
75330,California,No,Basic,Bachelor,Employed,M,Urban,Divorced,Offer1,Agent,SUV,Small,Personal
41619,Nevada,No,Basic,College,Employed,M,Suburban,Married,Offer2,Branch,Four-Door Car,Small,Personal
54454,Nevada,No,Premium,Master,Employed,M,Suburban,Single,Offer2,Agent,Two-Door Car,Small,Personal
84967,California,Yes,Basic,High School or Below,Employed,F,Urban,Married,Offer1,Agent,SUV,Medsize,Personal
56056,Oregon,No,Extended,Bachelor,Employed,M,Rural,Married,Offer3,Agent,SUV,Medsize,Personal
30344,California,No,Extended,College,Unemployed,M,Suburban,Single,Offer2,Agent,Four-Door Car,Small,Personal
67531,Oregon,Yes,Basic,High School or Below,Retired,M,Suburban,Married,Offer1,Web,Sports Car,Medsize,Personal
67348,Nevada,Yes,Basic,College,Employed,F,Suburban,Divorced,Offer2,Call Center,Four-Door Car,Medsize,Personal
69398,Washington,No,Extended,College,Employed,M,Rural,Married,Offer2,Call Center,Four-Door Car,Medsize,Corporate
43943,California,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Offer2,Agent,Four-Door Car,Medsize,Personal
74557,California,No,Extended,Bachelor,Employed,M,Urban,Married,Offer3,Branch,SUV,Medsize,Personal
52508,Oregon,Yes,Extended,Doctor,Employed,M,Suburban,Married,Offer2,Branch,SUV,Medsize,Personal
62725,Oregon,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Offer2,Agent,Four-Door Car,Medsize,Corporate
75919,Arizona,No,Extended,Bachelor,Employed,M,Urban,Married,Offer1,Call Center,Two-Door Car,Medsize,Personal
62247,Nevada,No,Extended,High School or Below,Employed,F,Suburban,Single,Offer2,Call Center,Luxury Car,Medsize,Corporate
20716,Oregon,No,Basic,Bachelor,Employed,M,Rural,Married,Offer2,Agent,Two-Door Car,Medsize,Personal
22609,Arizona,No,Extended,College,Employed,F,Rural,Married,Offer2,Call Center,Four-Door Car,Medsize,Personal
80265,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Offer1,Agent,Two-Door Car,Large,Personal
87401,Nevada,Yes,Basic,College,Unemployed,F,Suburban,Divorced,Offer1,Agent,SUV,Medsize,Personal
20211,Oregon,No,Premium,College,Employed,M,Suburban,Married,Offer2,Call Center,Four-Door Car,Medsize,Personal
61334,California,No,Extended,Bachelor,Unemployed,F,Urban,Married,Offer3,Agent,Four-Door Car,Medsize,Personal
49871,Oregon,No,Basic,College,Employed,M,Suburban,Married,Offer3,Call Center,SUV,Medsize,Personal
65445,Oregon,No,Basic,Bachelor,Unemployed,F,Urban,Married,Offer1,Call Center,Four-Door Car,Medsize,Personal
55297,Washington,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Offer2,Branch,Four-Door Car,Large,Personal
12393,Washington,No,Basic,High School or Below,Employed,F,Suburban,Single,Offer1,Branch,Two-Door Car,Medsize,Special
32940,Oregon,No,Extended,Bachelor,Employed,F,Rural,Married,Offer2,Agent,SUV,Small,Personal
84274,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Offer1,Agent,Four-Door Car,Small,Corporate
85845,California,No,Basic,High School or Below,Employed,F,Urban,Married,Offer2,Agent,Four-Door Car,Medsize,Corporate
57824,Arizona,No,Extended,Bachelor,Unemployed,M,Urban,Married,Offer2,Web,Four-Door Car,Medsize,Personal
86552,California,No,Extended,College,Medical Leave,M,Suburban,Divorced,Offer2,Web,Four-Door Car,Medsize,Personal
84078,Oregon,No,Basic,College,Unemployed,M,Suburban,Single,Offer3,Web,SUV,Medsize,Personal
87344,Oregon,No,Basic,College,Employed,F,Urban,Married,Offer3,Agent,SUV,Medsize,Personal
35379,Oregon,No,Basic,Master,Employed,F,Rural,Married,Offer2,Agent,Four-Door Car,Small,Personal
43738,California,No,Basic,Bachelor,Medical Leave,F,Suburban,Married,Offer1,Agent,Four-Door Car,Medsize,Personal
49110,Oregon,No,Basic,Doctor,Employed,M,Urban,Married,Offer2,Call Center,Four-Door Car,Medsize,Personal
32727,California,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Offer1,Agent,SUV,Medsize,Personal
55524,Washington,No,Extended,College,Employed,M,Suburban,Married,Offer4,Agent,Four-Door Car,Medsize,Personal
55390,Oregon,No,Basic,Master,Employed,F,Urban,Married,Offer3,Web,Four-Door Car,Medsize,Special
54415,Arizona,No,Basic,High School or Below,Disabled,M,Suburban,Single,Offer1,Agent,Four-Door Car,Large,Personal
14554,Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Offer1,Call Center,SUV,Small,Personal
63521,Nevada,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Offer1,Branch,Luxury SUV,Medsize,Personal
85335,Oregon,No,Basic,College,Employed,M,Suburban,Married,Offer4,Web,Four-Door Car,Small,Personal
26762,California,No,Basic,Bachelor,Employed,F,Rural,Married,Offer1,Agent,Four-Door Car,Medsize,Personal
86550,Oregon,No,Premium,College,Employed,F,Urban,Married,Offer3,Branch,Four-Door Car,Medsize,Personal
72594,California,No,Extended,Master,Employed,F,Urban,Married,Offer4,Branch,Four-Door Car,Medsize,Personal
28486,Oregon,No,Basic,College,Employed,F,Rural,Married,Offer1,Agent,SUV,Medsize,Personal
86526,Oregon,No,Basic,Bachelor,Employed,F,Rural,Married,Offer2,Web,Four-Door Car,Medsize,Corporate
92905,Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Offer1,Web,Four-Door Car,Medsize,Personal
25091,California,No,Premium,Bachelor,Employed,M,Rural,Single,Offer3,Agent,Four-Door Car,Medsize,Special
42153,Washington,No,Basic,High School or Below,Medical Leave,F,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,Personal
27893,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Offer2,Agent,Two-Door Car,Medsize,Personal
31909,California,No,Premium,College,Unemployed,M,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,Corporate
43715,Nevada,No,Premium,Master,Employed,M,Rural,Married,Offer4,Agent,Four-Door Car,Medsize,Personal
70612,Oregon,No,Basic,Bachelor,Employed,M,Suburban,Married,Offer1,Branch,Two-Door Car,Medsize,Personal
37570,Arizona,No,Extended,High School or Below,Employed,M,Suburban,Married,Offer3,Agent,Four-Door Car,Medsize,Personal
83045,Nevada,No,Extended,Bachelor,Disabled,M,Suburban,Divorced,Offer1,Call Center,Luxury SUV,Small,Personal
47038,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Offer2,Agent,SUV,Medsize,Personal
31990,Oregon,No,Basic,High School or Below,Unemployed,M,Rural,Married,Offer2,Call Center,Two-Door Car,Large,Personal
99369,Arizona,No,Basic,High School or Below,Employed,M,Urban,Married,Offer1,Agent,Four-Door Car,Large,Corporate
68901,Washington,No,Basic,College,Employed,F,Suburban,Married,Offer1,Branch,Four-Door Car,Small,Corporate
97965,Oregon,No,Extended,Bachelor,Employed,F,Rural,Single,Offer2,Agent,Four-Door Car,Medsize,Corporate
83518,California,Yes,Basic,College,Retired,M,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,Personal
77557,California,No,Extended,High School or Below,Employed,M,Suburban,Married,Offer1,Agent,Four-Door Car,Medsize,Personal
62033,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Offer2,Call Center,Four-Door Car,Medsize,Personal
23652,Oregon,No,Extended,Bachelor,Medical Leave,F,Suburban,Married,Offer1,Agent,SUV,Medsize,Personal
51159,Oregon,No,Extended,College,Employed,M,Suburban,Married,Offer2,Branch,Four-Door Car,Small,Personal
56606,Nevada,No,Extended,Bachelor,Employed,M,Suburban,Divorced,Offer2,Branch,Two-Door Car,Medsize,Personal
28499,California,No,Extended,Bachelor,Employed,M,Rural,Married,Offer2,Agent,Two-Door Car,Medsize,Personal
92827,California,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Offer2,Branch,Four-Door Car,Small,Personal
85842,California,No,Basic,High School or Below,Retired,M,Suburban,Married,Offer1,Branch,Four-Door Car,Medsize,Personal
87528,California,No,Extended,College,Employed,M,Urban,Single,Offer1,Agent,Four-Door Car,Medsize,Personal
57446,Oregon,No,Basic,College,Employed,F,Suburban,Single,Offer3,Agent,SUV,Small,Personal
91528,Oregon,Yes,Basic,High School or Below,Disabled,F,Suburban,Single,Offer1,Web,Two-Door Car,Small,Personal
92373,Nevada,No,Basic,Bachelor,Employed,F,Urban,Divorced,Offer1,Branch,Four-Door Car,Medsize,Personal
90366,Nevada,Yes,Basic,Bachelor,Retired,M,Suburban,Married,Offer1,Agent,SUV,Medsize,Personal
36597,Oregon,No,Extended,Bachelor,Employed,M,Suburban,Married,Offer1,Call Center,SUV,Small,Personal
33155,California,Yes,Basic,College,Employed,M,Suburban,Married,Offer2,Web,Four-Door Car,Medsize,Corporate
20764,Oregon,No,Premium,High School or Below,Unemployed,M,Suburban,Single,Offer4,Branch,Luxury SUV,Medsize,Corporate
76884,California,Yes,Premium,Master,Employed,M,Rural,Married,Offer1,Agent,Two-Door Car,Medsize,Personal
32117,California,Yes,Basic,Doctor,Employed,M,Suburban,Married,Offer1,Agent,SUV,Large,Personal
45168,Oregon,No,Basic,College,Disabled,M,Suburban,Single,Offer1,Branch,Four-Door Car,Medsize,Personal
25221,Arizona,No,Extended,High School or Below,Medical Leave,M,Suburban,Married,Offer1,Agent,Four-Door Car,Medsize,Corporate
92123,Oregon,No,Extended,High School or Below,Employed,M,Rural,Divorced,Offer2,Agent,Two-Door Car,Medsize,Personal
35535,California,No,Basic,College,Employed,F,Suburban,Married,Offer2,Web,SUV,Medsize,Personal
17022,Washington,Yes,Basic,Bachelor,Retired,M,Suburban,Divorced,Offer1,Branch,SUV,Medsize,Corporate
41318,Washington,No,Extended,Master,Employed,M,Suburban,Divorced,Offer3,Web,SUV,Medsize,Personal
52041,California,No,Extended,College,Unemployed,M,Suburban,Single,Offer1,Call Center,Four-Door Car,Medsize,Personal
57181,Oregon,No,Extended,College,Unemployed,M,Suburban,Married,Offer2,Call Center,Four-Door Car,Medsize,Personal
12922,Arizona,No,Basic,College,Unemployed,M,Suburban,Single,Offer2,Web,Four-Door Car,Small,Personal
85096,Oregon,No,Basic,Bachelor,Employed,F,Urban,Married,Offer1,Branch,Four-Door Car,Medsize,Corporate
34434,California,Yes,Basic,Bachelor,Employed,F,Suburban,Married,Offer1,Agent,Two-Door Car,Medsize,Corporate
14445,California,No,Extended,College,Unemployed,F,Suburban,Single,Offer3,Branch,Four-Door Car,Small,Personal
80621,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Divorced,Offer1,Web,Four-Door Car,Medsize,Personal
57065,California,No,Basic,Bachelor,Employed,M,Urban,Married,Offer1,Call Center,Two-Door Car,Small,Corporate
17010,California,No,Basic,Master,Employed,M,Urban,Married,Offer3,Agent,SUV,Large,Personal
47479,Oregon,No,Extended,College,Employed,M,Suburban,Married,Offer3,Branch,Luxury Car,Small,Personal
92679,Nevada,No,Premium,High School or Below,Employed,F,Rural,Married,Offer1,Agent,Four-Door Car,Medsize,Personal
78876,Oregon,No,Basic,Bachelor,Employed,F,Rural,Married,Offer1,Branch,SUV,Medsize,Corporate
24856,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Offer2,Web,Two-Door Car,Medsize,Corporate
11038,California,No,Extended,College,Medical Leave,F,Suburban,Single,Offer2,Branch,Sports Car,Medsize,Personal
88768,California,No,Basic,College,Employed,M,Rural,Married,Offer2,Branch,Four-Door Car,Medsize,Corporate
36393,California,Yes,Basic,High School or Below,Medical Leave,F,Suburban,Married,Offer2,Call Center,SUV,Medsize,Personal
59722,Washington,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Offer3,Web,Four-Door Car,Medsize,Personal
86991,Oregon,No,Basic,Bachelor,Employed,M,Urban,Married,Offer3,Call Center,Two-Door Car,Medsize,Personal
60216,Oregon,No,Extended,College,Employed,M,Suburban,Single,Offer1,Agent,Luxury Car,Medsize,Personal
43658,California,No,Basic,Master,Disabled,M,Suburban,Married,Offer1,Agent,Luxury SUV,Large,Corporate
34504,California,No,Premium,High School or Below,Employed,F,Suburban,Married,Offer2,Branch,Four-Door Car,Small,Personal
51934,California,No,Basic,High School or Below,Employed,F,Urban,Married,Offer3,Call Center,Four-Door Car,Medsize,Personal
83170,California,No,Basic,Doctor,Employed,M,Rural,Married,Offer4,Agent,Four-Door Car,Medsize,Personal
33458,California,No,Basic,Master,Employed,F,Urban,Married,Offer3,Call Center,Four-Door Car,Medsize,Corporate
10227,California,Yes,Premium,College,Employed,M,Suburban,Married,Offer1,Branch,Two-Door Car,Medsize,Corporate
90683,California,Yes,Basic,College,Employed,F,Urban,Married,Offer2,Agent,Four-Door Car,Medsize,Personal
19334,California,No,Extended,High School or Below,Medical Leave,F,Suburban,Married,Offer3,Agent,SUV,Medsize,Corporate
61615,California,No,Basic,High School or Below,Employed,M,Suburban,Single,Offer3,Agent,Four-Door Car,Small,Personal
78049,California,No,Extended,College,Employed,M,Rural,Single,Offer4,Branch,Four-Door Car,Medsize,Personal
70004,California,No,Premium,College,Employed,M,Suburban,Single,Offer1,Branch,SUV,Medsize,Personal
67119,California,No,Basic,College,Disabled,F,Suburban,Married,Offer1,Branch,Four-Door Car,Large,Personal
77709,California,No,Basic,High School or Below,Employed,M,Urban,Married,Offer2,Call Center,SUV,Small,Corporate
27514,California,Yes,Basic,Bachelor,Employed,F,Suburban,Married,Offer2,Call Center,Four-Door Car,Small,Personal
53375,California,No,Basic,Bachelor,Employed,M,Urban,Single,Offer1,Branch,Two-Door Car,Medsize,Personal
35863,California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Offer2,Agent,SUV,Small,Personal
95389,California,No,Basic,Bachelor,Employed,F,Suburban,Married,Offer1,Agent,Luxury Car,Medsize,Corporate
30956,California,No,Basic,College,Employed,M,Rural,Married,Offer1,Web,SUV,Medsize,Corporate
36230,California,No,Basic,High School or Below,Employed,F,Rural,Married,Offer2,Agent,Four-Door Car,Medsize,Personal
75629,California,No,Basic,College,Employed,M,Suburban,Divorced,Offer1,Web,Four-Door Car,Medsize,Corporate
97308,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Offer4,Agent,Four-Door Car,Medsize,Personal
17507,California,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Offer2,Call Center,Luxury SUV,Medsize,Personal
11115,California,No,Basic,High School or Below,Employed,F,Urban,Married,Offer1,Agent,Two-Door Car,Large,Personal
42562,California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Offer2,Call Center,Sports Car,Large,Personal
29605,California,No,Basic,College,Unemployed,M,Suburban,Single,Offer3,Web,Four-Door Car,Small,Corporate
30127,California,No,Extended,Doctor,Medical Leave,F,Suburban,Divorced,Offer3,Agent,Two-Door Car,Medsize,Personal
26883,California,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Offer1,Branch,Two-Door Car,Medsize,Personal
15755,California,No,Extended,Master,Employed,F,Rural,Married,Offer1,Agent,SUV,Medsize,Personal
48839,California,Yes,Basic,College,Retired,M,Suburban,Divorced,Offer2,Web,Four-Door Car,Medsize,Corporate
46908,California,No,Basic,College,Medical Leave,F,Suburban,Married,Offer2,Branch,Four-Door Car,Large,Corporate
89057,California,No,Extended,Master,Employed,F,Rural,Married,Offer2,Branch,Four-Door Car,Medsize,Personal
95134,California,No,Extended,College,Employed,F,Suburban,Married,Offer4,Call Center,Four-Door Car,Medsize,Corporate
89767,California,No,Basic,High School or Below,Employed,F,Urban,Married,Offer2,Call Center,Four-Door Car,Large,Personal
45039,California,No,Basic,College,Employed,F,Rural,Married,Offer4,Web,Two-Door Car,Medsize,Personal
14767,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Offer4,Call Center,SUV,Small,Personal
38536,California,No,Basic,Doctor,Employed,F,Suburban,Married,Offer2,Agent,SUV,Medsize,Personal
90592,California,No,Extended,College,Employed,M,Urban,Married,Offer1,Agent,Four-Door Car,Medsize,Corporate
63889,California,No,Basic,Bachelor,Employed,M,Urban,Divorced,Offer3,Call Center,Two-Door Car,Medsize,Personal
94690,California,No,Extended,High School or Below,Employed,M,Suburban,Divorced,Offer2,Branch,Four-Door Car,Small,Personal
60066,California,Yes,Basic,High School or Below,Retired,F,Suburban,Divorced,Offer1,Branch,Four-Door Car,Medsize,Personal
61964,California,No,Basic,Bachelor,Employed,M,Urban,Married,Offer1,Agent,Four-Door Car,Medsize,Corporate
77617,California,No,Basic,College,Employed,F,Rural,Married,Offer4,Branch,Four-Door Car,Medsize,Corporate
12771,California,No,Basic,College,Unemployed,M,Suburban,Married,Offer3,Branch,SUV,Medsize,Personal
14154,California,No,Basic,Bachelor,Employed,M,Urban,Married,Offer2,Call Center,Two-Door Car,Medsize,Corporate
54248,California,No,Extended,High School or Below,Employed,F,Rural,Married,Offer2,Call Center,Four-Door Car,Medsize,Personal
13886,California,No,Basic,College,Employed,M,Urban,Married,Offer2,Call Center,Four-Door Car,Medsize,Personal
63451,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Offer4,Branch,Four-Door Car,Medsize,Personal
54561,California,No,Basic,College,Unemployed,M,Suburban,Single,Offer3,Web,Sports Car,Small,Personal
34821,California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Offer1,Web,Two-Door Car,Large,Corporate
85648,California,No,Extended,College,Employed,F,Urban,Single,Offer4,Web,Two-Door Car,Medsize,Personal
57921,California,Yes,Extended,Bachelor,Medical Leave,F,Suburban,Married,Offer2,Agent,SUV,Small,Personal
47486,California,No,Basic,College,Employed,M,Rural,Single,Offer2,Call Center,Two-Door Car,Medsize,Personal
51815,California,No,Basic,High School or Below,Employed,F,Urban,Married,Offer1,Branch,Four-Door Car,Medsize,Corporate
99672,California,No,Extended,College,Unemployed,M,Urban,Married,Offer1,Branch,Four-Door Car,Large,Corporate
69015,California,No,Extended,College,Employed,M,Suburban,Married,Offer2,Web,Four-Door Car,Medsize,Personal
54843,California,No,Basic,Bachelor,Employed,M,Rural,Married,Offer2,Web,Four-Door Car,Medsize,Corporate
34753,California,No,Extended,Master,Disabled,F,Suburban,Married,Offer1,Agent,SUV,Medsize,Personal
91683,California,No,Basic,High School or Below,Employed,F,Rural,Married,Offer1,Agent,SUV,Medsize,Personal
23754,California,No,Basic,Master,Employed,F,Urban,Married,Offer2,Branch,Four-Door Car,Medsize,Personal
77287,California,No,Basic,College,Disabled,M,Suburban,Single,Offer1,Agent,Sports Car,Medsize,Personal
36660,California,No,Basic,High School or Below,Employed,F,Urban,Married,Offer1,Agent,Sports Car,Medsize,Corporate
20851,California,No,Basic,Master,Employed,M,Urban,Divorced,Offer1,Agent,SUV,Medsize,Personal
91494,California,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Offer2,Branch,Two-Door Car,Medsize,Personal
83890,California,No,Basic,High School or Below,Unemployed,F,Rural,Married,Offer3,Branch,Two-Door Car,Medsize,Personal
24282,California,No,Basic,Bachelor,Employed,F,Urban,Single,Offer1,Branch,Four-Door Car,Medsize,Corporate
67162,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Offer3,Agent,Four-Door Car,Medsize,Corporate
20366,California,No,Basic,Bachelor,Medical Leave,M,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,Personal
77420,California,No,Basic,College,Employed,M,Suburban,Single,Offer3,Agent,Four-Door Car,Medsize,Corporate
26207,California,Yes,Basic,College,Retired,M,Suburban,Married,Offer1,Agent,Four-Door Car,Medsize,Personal
24638,California,No,Extended,College,Employed,F,Urban,Married,Offer3,Agent,Four-Door Car,Medsize,Personal
16427,California,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Offer2,Web,Four-Door Car,Large,Personal
90068,California,No,Basic,College,Employed,M,Suburban,Single,Offer2,Branch,Four-Door Car,Medsize,Personal
59209,California,No,Basic,College,Unemployed,F,Suburban,Single,Offer2,Agent,Four-Door Car,Medsize,Corporate
93542,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Offer3,Branch,SUV,Medsize,Personal
70589,California,No,Basic,College,Disabled,M,Suburban,Married,Offer1,Branch,SUV,Medsize,Personal
52647,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Offer2,Call Center,SUV,Medsize,Personal
38361,California,No,Basic,Bachelor,Employed,M,Rural,Married,Offer3,Call Center,SUV,Small,Corporate
92811,California,No,Premium,High School or Below,Employed,F,Suburban,Married,Offer2,Call Center,SUV,Medsize,Corporate
68006,California,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Offer1,Agent,Four-Door Car,Medsize,Personal
58889,California,No,Basic,Bachelor,Disabled,F,Suburban,Married,Offer1,Agent,Two-Door Car,Large,Corporate
42935,California,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Offer3,Call Center,Four-Door Car,Medsize,Personal
21957,California,No,Basic,High School or Below,Employed,F,Rural,Married,Offer4,Call Center,SUV,Small,Personal
21385,California,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Offer3,Branch,Four-Door Car,Medsize,Personal
62892,California,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Offer1,Agent,SUV,Small,Personal
